SIC Code,SIC Description,NAICS Code,NAICS Description
3821,Laboratory Apparatus and Furniture,337127,Institutional Furniture Manufacturing
3841,Surgical and Medical Instruments,337127,Institutional Furniture Manufacturing
3952,Lead Pencils and Art Goods,337127,Institutional Furniture Manufacturing
3999,"Manufacturing Industries, Nec",337127,Institutional Furniture Manufacturing
2521,Wood Office Furniture,337211,Wood Office Furniture Manufacturing
2541,Wood Partitions and Fixtures,337212,Custom Architectural Woodwork and Millwork Manufacturing
2522,"Office Furniture, Except Wood",337214,Office Furniture (except Wood) Manufacturing
2426,Hardwood Dimension and Flooring Mills,337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
2511,Wood Household Furniture,337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
2514,Metal Household Furniture,337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
2541,Wood Partitions and Fixtures,337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
2542,"Partitions and Fixtures, Except Wood",337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
3089,"Plastics Products, Nec",337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
3429,"Hardware, Nec",337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
3499,"Fabricated Metal Products, Nec",337215,"Showcase, Partition, Shelving, and Locker Manufacturing"
2515,Mattresses and Bedsprings,337910,Mattress Manufacturing
2591,Drapery Hardware and Blinds and Shades,337920,Blind and Shade Manufacturing
3829,"Measuring and Controlling Devices, Nec",339112,Surgical and Medical Instrument Manufacturing
3841,Surgical and Medical Instruments,339112,Surgical and Medical Instrument Manufacturing
2499,"Wood Products, Nec",339113,Surgical Appliance and Supplies Manufacturing
2599,"Furniture and Fixtures, Nec",339113,Surgical Appliance and Supplies Manufacturing
3069,"Fabricated Rubber Products, Nec",339113,Surgical Appliance and Supplies Manufacturing
3089,"Plastics Products, Nec",339113,Surgical Appliance and Supplies Manufacturing
3821,Laboratory Apparatus and Furniture,339113,Surgical Appliance and Supplies Manufacturing
3841,Surgical and Medical Instruments,339113,Surgical Appliance and Supplies Manufacturing
3842,Surgical Appliances and Supplies,339113,Surgical Appliance and Supplies Manufacturing
3851,Ophthalmic Goods,339113,Surgical Appliance and Supplies Manufacturing
5999,"Miscellaneous Retail Stores, Nec",339113,Surgical Appliance and Supplies Manufacturing
3843,Dental Equipment and Supplies,339114,Dental Equipment and Supplies Manufacturing
3851,Ophthalmic Goods,339115,Ophthalmic Goods Manufacturing
5995,Optical Goods Stores,339115,Ophthalmic Goods Manufacturing
8072,Dental Laboratories,339116,Dental Laboratories
3172,"Personal Leather Goods, Nec",339910,Jewelry and Silverware Manufacturing
3479,Metal Coating and Allied Services,339910,Jewelry and Silverware Manufacturing
3479,Metal Coating and Allied Services,339910,Jewelry and Silverware Manufacturing
3479,Metal Coating and Allied Services,339910,Jewelry and Silverware Manufacturing
3911,"Jewelry, Precious Metal",339910,Jewelry and Silverware Manufacturing
3914,Silverware and Plated Ware,339910,Jewelry and Silverware Manufacturing
3915,Jewelers' Materials and Lapidary Work,339910,Jewelry and Silverware Manufacturing
3961,Costume Jewelry,339910,Jewelry and Silverware Manufacturing
3069,"Fabricated Rubber Products, Nec",339920,Sporting and Athletic Goods Manufacturing
3949,"Sporting and athletic Goods, Nec",339920,Sporting and Athletic Goods Manufacturing
3069,"Fabricated Rubber Products, Nec",339930,"Doll, Toy, and Game Manufacturing"
3942,Dolls and Stuffed Toys,339930,"Doll, Toy, and Game Manufacturing"
3944,"Games, Toys, and Children's Vehicles",339930,"Doll, Toy, and Game Manufacturing"
3999,"Manufacturing Industries, Nec",339930,"Doll, Toy, and Game Manufacturing"
2531,Public Building and Related Furniture,339940,Office Supplies (except Paper) Manufacturing
3579,"Office Machines, Nec",339940,Office Supplies (except Paper) Manufacturing
3951,Pens and Mechanical Pencils,339940,Office Supplies (except Paper) Manufacturing
3952,Lead Pencils and Art Goods,339940,Office Supplies (except Paper) Manufacturing
3953,Marking Devices,339940,Office Supplies (except Paper) Manufacturing
3955,Carbon Paper and Inked Ribbons,339940,Office Supplies (except Paper) Manufacturing
3993,Signs and Advertising Specialties,339950,Sign Manufacturing
3053,Gaskets; Packing and Sealing Devices,339991,"Gasket, Packing, and Sealing Device Manufacturing"
3931,Musical Instruments,339992,Musical Instrument Manufacturing
3131,Footwear Cut Stock,339993,"Fastener, Button, Needle, and Pin Manufacturing"
3961,Costume Jewelry,339993,"Fastener, Button, Needle, and Pin Manufacturing"
3965,"Fasteners, Buttons, Needles, and Pins",339993,"Fastener, Button, Needle, and Pin Manufacturing"
2392,"Household Furnishings, Nec",339994,"Broom, Brush, and Mop Manufacturing"
3991,Brooms and Brushes,339994,"Broom, Brush, and Mop Manufacturing"
3995,Burial Caskets,339995,Burial Casket Manufacturing
2499,"Wood Products, Nec",339999,All Other Miscellaneous Manufacturing
3634,Electric Housewares and Fans,339999,All Other Miscellaneous Manufacturing
3842,Surgical Appliances and Supplies,339999,All Other Miscellaneous Manufacturing
3999,"Manufacturing Industries, Nec",339999,All Other Miscellaneous Manufacturing
5012,Automobiles and Other Motor Vehicles,423110,Automobile and Other Motor Vehicle Merchant Wholesalers
5013,Motor Vehicle Supplies and New Parts,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers
5014,Tires and Tubes,423130,Tire and Tube Merchant Wholesalers
5015,"Motor Vehicle Parts, Used",423140,Motor Vehicle Parts (Used) Merchant Wholesalers
5021,Furniture,423210,Furniture Merchant Wholesalers
5023,Homefurnishings,423220,Home Furnishing Merchant Wholesalers
5031,"Lumber, Plywood, and Millwork",423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
5039,"Construction Materials, Nec",423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
5032,"Brick, Stone, and Related Material",423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers"
5033,"Roofing, Siding, and Insulation",423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers"
5039,"Construction Materials, Nec",423390,Other Construction Material Merchant Wholesalers
5043,Photographic Equipment and Supplies,423410,Photographic Equipment and Supplies Merchant Wholesalers
5044,Office Equipment,423420,Office Equipment Merchant Wholesalers
5045,"Computers, Peripherals, and Software",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
5046,"Commercial Equipment, Nec",423440,Other Commercial Equipment Merchant Wholesalers
5047,Medical and Hospital Equipment,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
5048,Ophthalmic Goods,423460,Ophthalmic Goods Merchant Wholesalers
5049,"Professional Equipment, Nec",423490,Other Professional Equipment and Supplies Merchant Wholesalers
5051,Metals Service Centers and Offices,423510,Metal Service Centers and Other Metal Merchant Wholesalers
5052,Coal and Other Minerals and Ores,423520,Coal and Other Mineral and Ore Merchant Wholesalers
5063,Electrical Apparatus and Equipment,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
5064,"Electrical Appliances, Television and Radio",423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"
5074,Plumbing and Hydronic Heating Supplies,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers"
5065,"Electronic Parts and Equipment, Nec",423690,Other Electronic Parts and Equipment Merchant Wholesalers
5072,Hardware,423710,Hardware Merchant Wholesalers
5064,"Electrical Appliances, Television and Radio",423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
5074,Plumbing and Hydronic Heating Supplies,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
5075,Warm Air Heating and Air Conditioning,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
5078,Refrigeration Equipment and Supplies,423740,Refrigeration Equipment and Supplies Merchant Wholesalers
5082,Construction and Mining Machinery,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
5083,Farm and Garden Machinery,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers
5084,Industrial Machinery and Equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
5085,Industrial Supplies,423830,Industrial Machinery and Equipment Merchant Wholesalers
5085,Industrial Supplies,423840,Industrial Supplies Merchant Wholesalers
5087,Service Establishment Equipment,423850,Service Establishment Equipment and Supplies Merchant Wholesalers
5088,Transportation Equipment and Supplies,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers
5091,Sporting and Recreation Goods,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers
5136,Men's and Boy's Clothing,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers
5137,Women's and Children's Clothing,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers
5092,Toys and Hobby Goods and Supplies,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers
5093,Scrap and Waste Materials,423930,Recyclable Material Merchant Wholesalers
5094,Jewelry and Precious Stones,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers"
5099,"Durable Goods, Nec",423990,Other Miscellaneous Durable Goods Merchant Wholesalers
7822,Motion Picture and Tape Distribution,423990,Other Miscellaneous Durable Goods Merchant Wholesalers
5111,Printing and Writing Paper,424110,Printing and Writing Paper Merchant Wholesalers
5112,Stationery and Office Supplies,424120,Stationery and Office Supplies Merchant Wholesalers
5113,Industrial and Personal Service Paper,424130,Industrial and Personal Service Paper Merchant Wholesalers
5122,"Drugs, Proprietaries, and Sundries",424210,Drugs and Druggists' Sundries Merchant Wholesalers
5131,Piece Goods and Notions,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
5199,"Nondurable Goods, Nec",424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers"
5136,Men's and Boy's Clothing,424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers
5137,Women's and Children's Clothing,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers"
5139,Footwear,424340,Footwear Merchant Wholesalers
5199,"Nondurable Goods, Nec",424340,Footwear Merchant Wholesalers
5141,"Groceries, General Line",424410,General Line Grocery Merchant Wholesalers
5142,Packaged Frozen Goods,424420,Packaged Frozen Food Merchant Wholesalers
5143,"Dairy Products, Except Dried or Canned",424430,Dairy Product (except Dried or Canned) Merchant Wholesalers
5144,Poultry and Poultry Products,424440,Poultry and Poultry Product Merchant Wholesalers
5145,Confectionery,424450,Confectionery Merchant Wholesalers
5146,Fish and Seafoods,424460,Fish and Seafood Merchant Wholesalers
5147,Meats and Meat Products,424470,Meat and Meat Product Merchant Wholesalers
5148,Fresh Fruits and Vegetables,424480,Fresh Fruit and Vegetable Merchant Wholesalers
5149,"Groceries and Related Products, Nec",424490,Other Grocery and Related Products Merchant Wholesalers
5153,Grain and Field Beans,424510,Grain and Field Bean Merchant Wholesalers
5154,Livestock,424520,Livestock Merchant Wholesalers
5159,"Farm-product Raw Materials, Nec",424590,Other Farm Product Raw Material Merchant Wholesalers
5162,Plastics Materials and Basic Shapes,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
5199,"Nondurable Goods, Nec",424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
5169,"Chemicals and Allied Products, Nec",424690,Other Chemical and Allied Products Merchant Wholesalers
5171,Petroleum Bulk Stations and Terminals,424710,Petroleum Bulk Stations and Terminals
5172,"Petroleum Products, Nec",424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)
5181,Beer and Ale,424810,Beer and Ale Merchant Wholesalers
5182,Wine and Distilled Beverages,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
5191,Farm Supplies,424910,Farm Supplies Merchant Wholesalers
5192,"Books, Periodicals, and Newspapers",424920,"Book, Periodical, and Newspaper Merchant Wholesalers"
5193,Flowers and Florists Supplies,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
5194,Tobacco and Tobacco Products,424940,Tobacco and Tobacco Product Merchant Wholesalers
5198,"Paints, Varnishes, and Supplies",424950,"Paint, Varnish, and Supplies Merchant Wholesalers"
5199,"Nondurable Goods, Nec",424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers
5012,Automobiles and Other Motor Vehicles,425110,Business to Business Electronic Markets
5013,Motor Vehicle Supplies and New Parts,425110,Business to Business Electronic Markets
5014,Tires and Tubes,425110,Business to Business Electronic Markets
5015,"Motor Vehicle Parts, Used",425110,Business to Business Electronic Markets
5021,Furniture,425110,Business to Business Electronic Markets
5023,Homefurnishings,425110,Business to Business Electronic Markets
5031,"Lumber, Plywood, and Millwork",425110,Business to Business Electronic Markets
5032,"Brick, Stone, and Related Material",425110,Business to Business Electronic Markets
5033,"Roofing, Siding, and Insulation",425110,Business to Business Electronic Markets
5039,"Construction Materials, Nec",425110,Business to Business Electronic Markets
5043,Photographic Equipment and Supplies,425110,Business to Business Electronic Markets
5044,Office Equipment,425110,Business to Business Electronic Markets
5045,"Computers, Peripherals, and Software",425110,Business to Business Electronic Markets
5046,"Commercial Equipment, Nec",425110,Business to Business Electronic Markets
5047,Medical and Hospital Equipment,425110,Business to Business Electronic Markets
5048,Ophthalmic Goods,425110,Business to Business Electronic Markets
5049,"Professional Equipment, Nec",425110,Business to Business Electronic Markets
5051,Metals Service Centers and Offices,425110,Business to Business Electronic Markets
5052,Coal and Other Minerals and Ores,425110,Business to Business Electronic Markets
5063,Electrical Apparatus and Equipment,425110,Business to Business Electronic Markets
5064,"Electrical Appliances, Television and Radio",425110,Business to Business Electronic Markets
5065,"Electronic Parts and Equipment, Nec",425110,Business to Business Electronic Markets
5072,Hardware,425110,Business to Business Electronic Markets
5074,Plumbing and Hydronic Heating Supplies,425110,Business to Business Electronic Markets
5075,Warm Air Heating and Air Conditioning,425110,Business to Business Electronic Markets
5078,Refrigeration Equipment and Supplies,425110,Business to Business Electronic Markets
5082,Construction and Mining Machinery,425110,Business to Business Electronic Markets
5083,Farm and Garden Machinery,425110,Business to Business Electronic Markets
5084,Industrial Machinery and Equipment,425110,Business to Business Electronic Markets
5085,Industrial Supplies,425110,Business to Business Electronic Markets
5087,Service Establishment Equipment,425110,Business to Business Electronic Markets
5088,Transportation Equipment and Supplies,425110,Business to Business Electronic Markets
5091,Sporting and Recreation Goods,425110,Business to Business Electronic Markets
5092,Toys and Hobby Goods and Supplies,425110,Business to Business Electronic Markets
5093,Scrap and Waste Materials,425110,Business to Business Electronic Markets
5094,Jewelry and Precious Stones,425110,Business to Business Electronic Markets
5099,"Durable Goods, Nec",425110,Business to Business Electronic Markets
5111,Printing and Writing Paper,425110,Business to Business Electronic Markets
5112,Stationery and Office Supplies,425110,Business to Business Electronic Markets
5113,Industrial and Personal Service Paper,425110,Business to Business Electronic Markets
5122,"Drugs, Proprietaries, and Sundries",425110,Business to Business Electronic Markets
5131,Piece Goods and Notions,425110,Business to Business Electronic Markets
5136,Men's and Boy's Clothing,425110,Business to Business Electronic Markets
5137,Women's and Children's Clothing,425110,Business to Business Electronic Markets
5139,Footwear,425110,Business to Business Electronic Markets
5141,"Groceries, General Line",425110,Business to Business Electronic Markets
5142,Packaged Frozen Goods,425110,Business to Business Electronic Markets
5143,"Dairy Products, Except Dried or Canned",425110,Business to Business Electronic Markets
5144,Poultry and Poultry Products,425110,Business to Business Electronic Markets
5145,Confectionery,425110,Business to Business Electronic Markets
5146,Fish and Seafoods,425110,Business to Business Electronic Markets
5147,Meats and Meat Products,425110,Business to Business Electronic Markets
5148,Fresh Fruits and Vegetables,425110,Business to Business Electronic Markets
5149,"Groceries and Related Products, Nec",425110,Business to Business Electronic Markets
5153,Grain and Field Beans,425110,Business to Business Electronic Markets
5154,Livestock,425110,Business to Business Electronic Markets
5159,"Farm-product Raw Materials, Nec",425110,Business to Business Electronic Markets
5162,Plastics Materials and Basic Shapes,425110,Business to Business Electronic Markets
5169,"Chemicals and Allied Products, Nec",425110,Business to Business Electronic Markets
5172,"Petroleum Products, Nec",425110,Business to Business Electronic Markets
5181,Beer and Ale,425110,Business to Business Electronic Markets
5182,Wine and Distilled Beverages,425110,Business to Business Electronic Markets
5191,Farm Supplies,425110,Business to Business Electronic Markets
5192,"Books, Periodicals, and Newspapers",425110,Business to Business Electronic Markets
5193,Flowers and Florists Supplies,425110,Business to Business Electronic Markets
5194,Tobacco and Tobacco Products,425110,Business to Business Electronic Markets
5198,"Paints, Varnishes, and Supplies",425110,Business to Business Electronic Markets
5199,"Nondurable Goods, Nec",425110,Business to Business Electronic Markets
5012,Automobiles and Other Motor Vehicles,425120,Wholesale Trade Agents and Brokers
5013,Motor Vehicle Supplies and New Parts,425120,Wholesale Trade Agents and Brokers
5014,Tires and Tubes,425120,Wholesale Trade Agents and Brokers
5015,"Motor Vehicle Parts, Used",425120,Wholesale Trade Agents and Brokers
5021,Furniture,425120,Wholesale Trade Agents and Brokers
5023,Homefurnishings,425120,Wholesale Trade Agents and Brokers
5031,"Lumber, Plywood, and Millwork",425120,Wholesale Trade Agents and Brokers
5032,"Brick, Stone, and Related Material",425120,Wholesale Trade Agents and Brokers
5033,"Roofing, Siding, and Insulation",425120,Wholesale Trade Agents and Brokers
5039,"Construction Materials, Nec",425120,Wholesale Trade Agents and Brokers
5043,Photographic Equipment and Supplies,425120,Wholesale Trade Agents and Brokers
5044,Office Equipment,425120,Wholesale Trade Agents and Brokers
5045,"Computers, Peripherals, and Software",425120,Wholesale Trade Agents and Brokers
5046,"Commercial Equipment, Nec",425120,Wholesale Trade Agents and Brokers
5047,Medical and Hospital Equipment,425120,Wholesale Trade Agents and Brokers
5048,Ophthalmic Goods,425120,Wholesale Trade Agents and Brokers
5049,"Professional Equipment, Nec",425120,Wholesale Trade Agents and Brokers
5051,Metals Service Centers and Offices,425120,Wholesale Trade Agents and Brokers
5052,Coal and Other Minerals and Ores,425120,Wholesale Trade Agents and Brokers
5063,Electrical Apparatus and Equipment,425120,Wholesale Trade Agents and Brokers
5064,"Electrical Appliances, Television and Radio",425120,Wholesale Trade Agents and Brokers
5065,"Electronic Parts and Equipment, Nec",425120,Wholesale Trade Agents and Brokers
5072,Hardware,425120,Wholesale Trade Agents and Brokers
5074,Plumbing and Hydronic Heating Supplies,425120,Wholesale Trade Agents and Brokers
5075,Warm Air Heating and Air Conditioning,425120,Wholesale Trade Agents and Brokers
5078,Refrigeration Equipment and Supplies,425120,Wholesale Trade Agents and Brokers
5082,Construction and Mining Machinery,425120,Wholesale Trade Agents and Brokers
5083,Farm and Garden Machinery,425120,Wholesale Trade Agents and Brokers
5084,Industrial Machinery and Equipment,425120,Wholesale Trade Agents and Brokers
5085,Industrial Supplies,425120,Wholesale Trade Agents and Brokers
5087,Service Establishment Equipment,425120,Wholesale Trade Agents and Brokers
5088,Transportation Equipment and Supplies,425120,Wholesale Trade Agents and Brokers
5091,Sporting and Recreation Goods,425120,Wholesale Trade Agents and Brokers
5092,Toys and Hobby Goods and Supplies,425120,Wholesale Trade Agents and Brokers
5093,Scrap and Waste Materials,425120,Wholesale Trade Agents and Brokers
5094,Jewelry and Precious Stones,425120,Wholesale Trade Agents and Brokers
5099,"Durable Goods, Nec",425120,Wholesale Trade Agents and Brokers
5111,Printing and Writing Paper,425120,Wholesale Trade Agents and Brokers
5112,Stationery and Office Supplies,425120,Wholesale Trade Agents and Brokers
5113,Industrial and Personal Service Paper,425120,Wholesale Trade Agents and Brokers
5122,"Drugs, Proprietaries, and Sundries",425120,Wholesale Trade Agents and Brokers
5131,Piece Goods and Notions,425120,Wholesale Trade Agents and Brokers
5136,Men's and Boy's Clothing,425120,Wholesale Trade Agents and Brokers
5137,Women's and Children's Clothing,425120,Wholesale Trade Agents and Brokers
5139,Footwear,425120,Wholesale Trade Agents and Brokers
5141,"Groceries, General Line",425120,Wholesale Trade Agents and Brokers
5142,Packaged Frozen Goods,425120,Wholesale Trade Agents and Brokers
5143,"Dairy Products, Except Dried or Canned",425120,Wholesale Trade Agents and Brokers
5144,Poultry and Poultry Products,425120,Wholesale Trade Agents and Brokers
5145,Confectionery,425120,Wholesale Trade Agents and Brokers
5146,Fish and Seafoods,425120,Wholesale Trade Agents and Brokers
5147,Meats and Meat Products,425120,Wholesale Trade Agents and Brokers
5148,Fresh Fruits and Vegetables,425120,Wholesale Trade Agents and Brokers
5149,"Groceries and Related Products, Nec",425120,Wholesale Trade Agents and Brokers
5153,Grain and Field Beans,425120,Wholesale Trade Agents and Brokers
5154,Livestock,425120,Wholesale Trade Agents and Brokers
5159,"Farm-product Raw Materials, Nec",425120,Wholesale Trade Agents and Brokers
5162,Plastics Materials and Basic Shapes,425120,Wholesale Trade Agents and Brokers
5169,"Chemicals and Allied Products, Nec",425120,Wholesale Trade Agents and Brokers
5172,"Petroleum Products, Nec",425120,Wholesale Trade Agents and Brokers
5181,Beer and Ale,425120,Wholesale Trade Agents and Brokers
5182,Wine and Distilled Beverages,425120,Wholesale Trade Agents and Brokers
5191,Farm Supplies,425120,Wholesale Trade Agents and Brokers
5192,"Books, Periodicals, and Newspapers",425120,Wholesale Trade Agents and Brokers
5193,Flowers and Florists Supplies,425120,Wholesale Trade Agents and Brokers
5194,Tobacco and Tobacco Products,425120,Wholesale Trade Agents and Brokers
5198,"Paints, Varnishes, and Supplies",425120,Wholesale Trade Agents and Brokers
5199,"Nondurable Goods, Nec",425120,Wholesale Trade Agents and Brokers
7389,"Business Services, Nec",425120,Wholesale Trade Agents and Brokers
5511,New and Used Car Dealers,441110,New Car Dealers
5521,Used Car Dealers,441120,Used Car Dealers
5561,Recreational Vehicle Dealers,441210,Recreational Vehicle Dealers
5551,Boat Dealers,441222,Boat Dealers
5571,Motorcycle Dealers,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers"
5599,"Automotive Dealers, Nec",441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers"
5013,Motor Vehicle Supplies and New Parts,441310,Automotive Parts and Accessories Stores
5015,"Motor Vehicle Parts, Used",441310,Automotive Parts and Accessories Stores
5531,Auto and Home Supply Stores,441310,Automotive Parts and Accessories Stores
5731,"Radio, Television, and Electronic Stores",441310,Automotive Parts and Accessories Stores
5014,Tires and Tubes,441320,Tire Dealers
5531,Auto and Home Supply Stores,441320,Tire Dealers
5021,Furniture,442110,Furniture Stores
5712,Furniture Stores,442110,Furniture Stores
5023,Homefurnishings,442210,Floor Covering Stores
5713,Floor Covering Stores,442210,Floor Covering Stores
5714,Drapery and Upholstery Stores,442291,Window Treatment Stores
5719,Miscellaneous Homefurnishings,442291,Window Treatment Stores
5719,Miscellaneous Homefurnishings,442299,All Other Home Furnishings Stores
7699,"Repair Services, Nec",442299,All Other Home Furnishings Stores
5064,"Electrical Appliances, Television and Radio",443141,Household Appliance Stores
5722,Household Appliance Stores,443141,Household Appliance Stores
7623,Refrigeration Service and Repair,443141,Household Appliance Stores
7629,Electrical Repair Shops,443141,Household Appliance Stores
5045,"Computers, Peripherals, and Software",443142,Electronics Stores
5064,"Electrical Appliances, Television and Radio",443142,Electronics Stores
5065,"Electronic Parts and Equipment, Nec",443142,Electronics Stores
5065,"Electronic Parts and Equipment, Nec",443142,Electronics Stores
5099,"Durable Goods, Nec",443142,Electronics Stores
5731,"Radio, Television, and Electronic Stores",443142,Electronics Stores
5734,Computer and Software Stores,443142,Electronics Stores
5735,Record and Prerecorded Tape Stores,443142,Electronics Stores
5946,Camera and Photographic Supply Stores,443142,Electronics Stores
5999,"Miscellaneous Retail Stores, Nec",443142,Electronics Stores
7378,Computer Maintenance and Repair,443142,Electronics Stores
7622,Radio and Television Repair,443142,Electronics Stores
5031,"Lumber, Plywood, and Millwork",444110,Home Centers
5211,Lumber and Other Building Materials,444110,Home Centers
5231,"Paint, Glass, and Wallpaper Stores",444120,Paint and Wallpaper Stores
5072,Hardware,444130,Hardware Stores
5251,Hardware Stores,444130,Hardware Stores
7699,"Repair Services, Nec",444130,Hardware Stores
5032,"Brick, Stone, and Related Material",444190,Other Building Material Dealers
5033,"Roofing, Siding, and Insulation",444190,Other Building Material Dealers
5039,"Construction Materials, Nec",444190,Other Building Material Dealers
5063,Electrical Apparatus and Equipment,444190,Other Building Material Dealers
5064,"Electrical Appliances, Television and Radio",444190,Other Building Material Dealers
5074,Plumbing and Hydronic Heating Supplies,444190,Other Building Material Dealers
5099,"Durable Goods, Nec",444190,Other Building Material Dealers
5211,Lumber and Other Building Materials,444190,Other Building Material Dealers
5231,"Paint, Glass, and Wallpaper Stores",444190,Other Building Material Dealers
5083,Farm and Garden Machinery,444210,Outdoor Power Equipment Stores
5261,Retail Nurseries and Garden Stores,444210,Outdoor Power Equipment Stores
7699,"Repair Services, Nec",444210,Outdoor Power Equipment Stores
5153,Grain and Field Beans,444220,"Nursery, Garden Center, and Farm Supply Stores"
5159,"Farm-product Raw Materials, Nec",444220,"Nursery, Garden Center, and Farm Supply Stores"
5191,Farm Supplies,444220,"Nursery, Garden Center, and Farm Supply Stores"
5193,Flowers and Florists Supplies,444220,"Nursery, Garden Center, and Farm Supply Stores"
5261,Retail Nurseries and Garden Stores,444220,"Nursery, Garden Center, and Farm Supply Stores"
5141,"Groceries, General Line",445110,Supermarkets and Other Grocery (except Convenience) Stores
5411,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores
5411,Grocery Stores,445120,Convenience Stores
5144,Poultry and Poultry Products,445210,Meat Markets
5147,Meats and Meat Products,445210,Meat Markets
5421,Meat and Fish Markets,445210,Meat Markets
5499,Miscellaneous Food Stores,445210,Meat Markets
5146,Fish and Seafoods,445220,Fish and Seafood Markets
5421,Meat and Fish Markets,445220,Fish and Seafood Markets
5148,Fresh Fruits and Vegetables,445230,Fruit and Vegetable Markets
5431,Fruit and Vegetable Markets,445230,Fruit and Vegetable Markets
5461,Retail Bakeries,445291,Baked Goods Stores
5145,Confectionery,445292,Confectionery and Nut Stores
5441,"Candy, Nut, and Confectionery Stores",445292,Confectionery and Nut Stores
5143,"Dairy Products, Except Dried or Canned",445299,All Other Specialty Food Stores
5149,"Groceries and Related Products, Nec",445299,All Other Specialty Food Stores
5451,Dairy Products Stores,445299,All Other Specialty Food Stores
5499,Miscellaneous Food Stores,445299,All Other Specialty Food Stores
5181,Beer and Ale,445310,"Beer, Wine, and Liquor Stores"
5182,Wine and Distilled Beverages,445310,"Beer, Wine, and Liquor Stores"
5921,Liquor Stores,445310,"Beer, Wine, and Liquor Stores"
5122,"Drugs, Proprietaries, and Sundries",446110,Pharmacies and Drug Stores
5912,Drug Stores and Proprietary Stores,446110,Pharmacies and Drug Stores
5087,Service Establishment Equipment,446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
5122,"Drugs, Proprietaries, and Sundries",446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
5999,"Miscellaneous Retail Stores, Nec",446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
5995,Optical Goods Stores,446130,Optical Goods Stores
5122,"Drugs, Proprietaries, and Sundries",446191,Food (Health) Supplement Stores
5499,Miscellaneous Food Stores,446191,Food (Health) Supplement Stores
5047,Medical and Hospital Equipment,446199,All Other Health and Personal Care Stores
5999,"Miscellaneous Retail Stores, Nec",446199,All Other Health and Personal Care Stores
5411,Grocery Stores,447110,Gasoline Stations with Convenience Stores
5541,Gasoline Service Stations,447110,Gasoline Stations with Convenience Stores
5541,Gasoline Service Stations,447190,Other Gasoline Stations
5136,Men's and Boy's Clothing,448110,Men's Clothing Stores
5611,Men's and Boys' Clothing Stores,448110,Men's Clothing Stores
5137,Women's and Children's Clothing,448120,Women's Clothing Stores
5621,Women's Clothing Stores,448120,Women's Clothing Stores
5137,Women's and Children's Clothing,448130,Children's and Infants' Clothing Stores
5641,Children's and Infants' Wear Stores,448130,Children's and Infants' Clothing Stores
5651,Family Clothing Stores,448140,Family Clothing Stores
